,text,misogynous,misogyny_category,occupation
44,...............................'I get to rape beautiful women and that's why I like working on this project.',1,sexual_harassment,artist
64,Bitch you stupid but you aint stupid stupid 😂😂😂 https://t.co/6VUtod81wI,1,discredit,artist
66,I hate this British woman of letters bitch,1,discredit,author
67,Cunt and demon bitch Betsy Devos is an evil evil antichrist lying warlock for oil and money https://t.co/bqFF5uPj4C,1,discredit,politician
68,I don’t really appreciate some of you that participated in “Fine Women Friday” ; This is my personal opinion though & your Granny a hoe...,1,discredit,politician
70,Where's this bitch Gloria Steinem in all this abuse against women https://t.co/bqvRYNXoMC,1,discredit,politician
87,Who makes the sandwiches at a feminist rally?,1,stereotype,politician
115,Feminism is cancer. #TheRedPill is chemo. Burn those bitches away.!,1,discredit,politician
117,We can't have a woman in the White House. What if she starts PMSing and drops bombs everywhere?/,1,discredit,politician
129,These feminists are just too-ugly sluts who want attention!*,1,stereotype,politician
132,"The Olympics was fun, except for the fact that I would never watch a woman play sports.@",1,stereotype,athlete
133,I am PROUD to be an #MRA. If stupid feminists can complain I should be able to complain just as loud. It's only fair.#,1,discredit,politician
149,keyshia ka'whore is a bird. gucci shoulda gave that bitch back to yo gotti,1,discredit,artist
154,"Hollywood women would be whores and crack addicts. When caught, they were raped. That is their story. https://t.co/F9ZVGUTnB6",1,discredit,artist
155,"Alyssa Milano, a brainless whore l, isn't empower women in any way. Women in science mathematics engineering and medicine are actually .",1,discredit,artist
171,Yet another fame hungry whore Natasha Prince. More bullshit claims to give her tv time. Pathetic slut. Hope shes sent to jail #LockHerUp,1,discredit,artist
177,When you suck dick in the limo right before the red carpet... https://t.co/EVUUtUj9ys,1,sexual_harassment,artist
206,"How many feminists does it take to change a lightbulb? Trick question, feminists can't change anything",1,stereotype,politician
210,Why did God create lesbians? So feminists couldn't breed,1,stereotype,politician
220,Feminists have a few valid arguments worth talking about. lol jk,1,derailing,politician
221,#TeenWolf #menstruafacts Question of the Day: When does a #feminist forget feminism? Answer: When the restaurant check hits the table.,1,stereotype,politician
222,Idk what feminists are pissed about.. You get free access to our wallets and all you have to do in return is cook and suck our weiners.,1,stereotype,politician
223,#WomenAgainstFeminism #SomebodyToTris #MensHealth The #feminists are running scared. Men are fighting #feminism. http://t.co/DapbomSQnA,1,dominance,politician
224,#Women have all the privileges. #Men have all the responsibilities. #ObviousChild End feminism today! http://t.co/6n4V9kBtya,1,stereotype,politician
225,"Anti-feminist sign..... ('WOMEN' you want to deny men their balls/gender , here is a sign made by Men in response!) http://t.co/pyZ5vlhXhz",1,derailing,politician
337,What's worse than a girl who gives rough handjobs? A feminist.,1,sexual_harassment,politician
341,Kanye got the whole family dressin like the trashy whores they are https://t.co/6cXa0Udzv1,1,discredit,artist
380,Call me crazy but I prefer Kylie Jenner when she still had her fetal alcohol syndrome lips,1,discredit,artist
404,What a stupid cunt https://t.co/Wv1rVaId2D,1,discredit,politician
409,DRAKE! I WILL RIP YOUR HAIR OUT IF I SEE YOU AND THIS BITCH TOGETHER https://t.co/9ZEofzbGbz,1,discredit,artist
413,This stupid Bitch Lied. https://t.co/KOeOdaibX7,1,discredit,artist
450,What an absolute cock womble this cunt is. Does she also alude to the fact she recieved FREE university education aswel. https://t.co/sEo9SBVrbk,1,discredit,politician
467,He was being nice and cool. You were Being an attention whore. Next time explicitly say you’re not interested instead of flexing for Twitter https://t.co/96IJ7u0IjA,1,discredit,author
473,i skipped english a few days ago so i didn’t know about an assignment and this stupid bitch is making fun of me subtlety,1,discredit,author
498,bitch you're a grown ass women https://t.co/77DNSI4m9e,1,discredit,artist
499,"Because no one likes being a stupid bitch, alone..... https://t.co/Z7xhwpgkWj",1,discredit,artist
507,"Anyone would think that Julie Hartley-Brewer is jealous of rape victims, the way the vacuous, malicious cunt is going on about it.",1,discredit,author
532,Fuck off Holly you slag #thismorning,1,discredit,artist
558,#sexworkersagainstfeminism are invited to join the #blog . End #feminism today! http://t.co/6n4V9kBtya,1,discredit,politician
559,#Women are naturally lazy. This is why #feminism is popular as they want privilege without responsibility. http://t.co/6n4V9kBtya laxy,1,discredit,politician
560,"They've made it almost impossible for Men to be dominant, in the matriarchal western society. fuckfeminism",1,discredit,politician
598,You mean before she sucked dick for fame? https://t.co/GSMTuhDugL,1,discredit,artist
610,Never trust a girl with 'makeup artist' in her bio... They're professional liars... They can even make your own eyes lie to you,1,discredit,artist
642,"ok this is not for kids but OMG this woman is hysterical, !!! I think these things sometimes !!!! but she by god... https://t.co/hh3Vb5bJhJ",1,stereotype,artist
646,Wow they tried to give me a FEMALE DOCTOR TODAY. I didn't even know those EXISTEd...,1,dominance,author
650,If feminazis put the same effort into working as they did bitching about patriarchy then maybe they would actually deserve equal pay.,1,dominance,politician
653,Feminists become radicalized when they refuse to submit to their urges to be subservient to men. It's science...,1,dominance,politician
656,If rape is real why aren't more people reporting it? Just another feminist lie.;,1,derailing,politician
660,Rape Culture is just another millenial myth made by bloggers and Instagram sluts.;;,1,derailing,artist
667,"#HalloweenCostumeIdeas Kim Kardashian's vagina... In other words, ground beef.",1,stereotype,artist
669,99% of women in the olympics look like beefy dikes,1,stereotype,athlete
676,Cheerleaders make me fucking sick! It's not a sport you dumb skanks so go back to caking on your makeup. #WomenSuck,1,discredit,athlete
823,Fox News host: Lock Clinton up https://t.co/D68rlVirh5 Get this CUNT Pirro off the air. She is a woman hating woman.,1,discredit,politician
825,LOL.shut the fuck up ms 'NEVERWONAFIGHT' u a hoe skank slut cunt hypocritical BITCCH https://t.co/5n1vtNdCil,1,dominance,artist
859,Everyone hates chelsea - whore skank https://t.co/BBHL8bl9tL,1,discredit,artist
867,"You are a LIAR and a FLOP, you skank hoe! Even Netflix doesn't want you LMAO https://t.co/LsSzhdO4kl",1,discredit,artist
872,ATTN: JOY REID. YOU 'AWFUL WOMAN' ARE A COMPLETE SKANK. YOU DISGUST EVERYONE. YOU ARE MARKED. YOU FILTHY IDIOT!!!,1,discredit,artist
881,"Sometimes, all you have to do is just let out the rope.. #FeminismIsCancer https://t.co/3WC4UQ40tc",1,sexual_harassment,politician
882,Hollywood glorifying being a slut mom. You never have to grow up #MGTOW #FeminismIsCancer https://t.co/aHJo9RUJVK,1,discredit,artist
908,Bitches love arguing with me on Instagram K Michelle is a whore so let’s stop,1,discredit,artist
964,From #MeToo to Who Me? Where Are White Women Allies When A Black Woman is Called a Whore? https://t.co/aNtYGiCrcq,1,derailing,politician
975,I've never been more ashamed to be a former democrat than I am now. Fuck u Hillary you stupid ass bitch whore cunt bitch,1,discredit,politician
982,Lifers wouldn't rape this sour faced cunt https://t.co/gJFqR3afAP,1,discredit,artist
1001,"Remember, this the same bitch that was on FOX news saying rape culture was an attack on young men. Its her pussy pussy being assaulted now https://t.co/BHvfpTMxyk",1,discredit,artist
1011,HOW ABOUT YOUR CRIMES BILLS LOSING LICENSE OVER RAPES & SEX IN CLINTON WHORE HOUSE BRIBES MOSCOW KICKBACKS WOULDN'T MATTER WE WANTED TRUMP!!,1,discredit,politician
1013,"This isn't rape, or anything like it. This a crude pass. This is not 'rape culture.' IT'S WHORE CULTURE. https://t.co/lRIK86iLUx",1,derailing,artist
1014,"500,000 angry Democrat women swarm Hollywood to protest rampant rape, misogyny and sexism Oh, wait............. Never mind https://t.co/8UZToh3opq",1,derailing,politician
1020,Fuck woman who make false accusations of rape. You are a piece of poop https://t.co/CwcmnjCKKc,1,discredit,artist
1027,Every convo ever w/ an #MRA: 'men are pigs.' 'WTF MEN R NOT PIGS U FUGLY FEMENAZI CUNT IMA CUT UR HEAD OFF N FUCK UR NECK HOLE 4 SAYIN THAT',1,sexual_harassment,politician
1032,Nelly should beware of other woman now trying to accuse him for rape .. Ladies after this lady because if one does it others will try it too,1,derailing,artist
1038,"Trump may be grabbing women by the pussy, but feminists are grabbing america by the dick",1,derailing,politician
1039,Cause she ain't got no solid proof I'm convinced any girl that tries to file a rape case on a celebrity its for money https://t.co/ozQdjMeylY,1,derailing,artist
1058,Sis she a hating ass hoe I’ll slap that bitch 😂🤷🏾‍♀️ https://t.co/ttLp26VoqM,1,sexual_harassment,artist
1094,Well Kat... that's what happens when you're a whore 🤷🏽‍♀️ #BlackInkCrewCHI Phor & Ryan (after he f'd your bff) yeah u a hoe 😂,1,discredit,artist
1098,Hazel e is a joke. Girl you bashing dark skin women who all look better than you !!! Wack ass hoe,1,discredit,artist
1105,"Blac Chyna is straight trash and an abomination to women everywhere. Don’t @ me cause I don’t care. Hoe responsibly, bitches.",1,discredit,artist
1112,Imagine as a parent giving birth to a hoe like Shamiso who gives out her pussy for cash? S/O to women who work hard for their own things,1,discredit,artist
1128,listen... i love lil b but i would not fuck with dej loaf at all. she prob got poison up in her nail polish like that bitch from holes,1,discredit,artist
1131,Help us all The Bitch is back. I checked the hole she went in and covered it up. https://t.co/mpKHkIWC8S,1,discredit,politician
4,@SarahhWaqar @CallmeJaagii Bitch shut the fuck up,1,dominance,artist
5,RT @bnixole: bitch shut the fuck up you're fucking your best friends dad https://t.co/1YR6ydZMgc,1,dominance,artist
7,@AnisaJomha ice has more talent in his ejeculated sperm than you do in ur whole body please shut the fuck up and go suck idubbz dick u cunt,1,sexual_harassment,athlete
8,@ArianasBotch Ok if you fucking said leave block me. But dm me first I'm gonna kick your ass. Shut the fuck up you https://t.co/6BXkfxMEf9,1,sexual_harassment,artist
9,@LadyNadiaEssex Shut the fuck up ye little slag,1,dominance,artist
14,@thereallisaann bitch you a hoe... I do not like yo fish booty ass no fuckin moe,1,discredit,artist
19,@sza got these hoes thinking sharing a nigga or being a side bitch is cool 🤦🏽‍♀️,1,discredit,artist
24,"@LisaBloom YOU ARE NO CHAMPION FOR WOMEN! YOU'RE A GREEDY, OPPORTUNISTIC ATTENTION WHORE! You should never work in law again! #weinsteinGate https://t.co/Cd9vgXDoZQ",1,discredit,politician
29,"@cher Backstabbing cher hypocritical, NASTY WOMAN and a bitch, bashing my President, who screwed her way to the top.. . . . . https://t.co/HUxpwifoNd",1,discredit,artist
34,@SarahKSilverman I tried to find a gif of Brett Butler calling you a Godless Whore but...well let's just say I didn… https://t.co/weMAuTe5cW,1,discredit,artist
39,@DddNoel @spillaristea demi = fat and flop ariana = queen now leave stupid bitch,1,discredit,artist
42,"This ignorant bitch, @HillaryClinton, should know. How many women did she destroy to protect that predator husband? https://t.co/G51IqX9yKp",1,discredit,politician
53,"Lmao, @KimKardashian went off on the whore groupie hoe in Scott’s bathroom. Yes bitch!",1,discredit,artist
61,"@daily_politics @EstherMcVey1 What a stupid bitch , talks utter shite this woman . pure fucking evil too .",1,discredit,politician
65,@trav_mitch @femfreq is this to do with crazy bitch Hillary or no?,1,discredit,politician
66,@DaniellaMicaela YOU FVCKING CUNT BITCH!!! APOLOGIZE! @CNN @cnnbrk @CNNPolitics,1,sexual_harassment,politician
68,"@spinnershells fuck you, you racist bitch, and cunt piece of shit, glad we know now where your entire family stands on social issues",1,discredit,author
70,@MSaveryWhiteway @MoiraSSnews @HPEschools Fucking cunt where's my belt bitch suck my dick and make me cum on your mouth,1,sexual_harassment,author
72,@anne_theriault @hels Shut up cunt bitch whore,1,discredit,author
75,@chelseahandler @realDonaldTrump How about that liberal whore Chelsea Handler? That bitch definitely sounds ignorant!,1,discredit,artist
77,"@RealJamesWoods She, Jane Fonda the traitorous bitch, is one of the most despicable women to ever walk the face of… https://t.co/9EZgATUSOA",1,discredit,artist
79,@DaniellaMicaela It’s called polio. I hate calling women this word but your a ‘bitch’ in this instance.,1,discredit,politician
80,This cunt with a dick @SymoneDSanders is a perpetual race whore who wouldn't know an historical fact if her pathetic life depended on it 😉🖕✊,1,discredit,politician
86,'Sable is a Whore and a Cunt!' - Sunny Destroys Sable: https://t.co/0xXVJF3YoH via @YouTube,1,discredit,artist
91,"@sagarikaghose This woman is a cunt , when we cut trees that’s ignorant and selfish too, every family buying 2 -3 c… https://t.co/ROtI7AnTPe",1,discredit,author
93,@heatherglind Hey look its the woman who wants to get famous for crying about an ass slap. You truly are a worthless cunt.,1,discredit,artist
95,@Millie__Weaver Fuck you slut bitch hoe! He aint giving a shit what you think,1,discredit,politician
97,@lenatheplug The difference is you promote being a slut you dumb bitch you should go fuck yourself and stick some a… https://t.co/cBwXZdMkP4,1,discredit,artist
98,@RMProductionXXX Where is that Darlene Vega slut bitch? That bitch is amazing,1,discredit,artist
99,@sterlingtoth @JayceeJuice3 jayceejuice is a whore does she have sex talk with you too? Does she send you picks also she's a fucking slut,1,discredit,artist
101,@charliekirk11 Skank traitor bitch @HillaryClinton,1,discredit,politician
103,@realDonaldTrump Do people laugh at this stupid woman & her crazy hats in the U.S? We're finding it hysterical here in the U.K.,1,discredit,politician
110,"@imogenhowson LOL, you do dress like a slut :-) you look excellent.It entertains me that you have the slutty dressing covered while I do the slutty acting",1,derailing,author
114,RT @JWMofficial: If you play field hockey there's a good chance you're a lesbian.,1,stereotype,athlete
122,@EvrydayFeminism Sexism goes both ways. some advice: stop whining and use your man's money for things other than mini skirts #YesAllMen,1,derailing,politician
140,@KellyannePolls @POTUS You nasty ugly whore!!! No one cares what you think and #THEBIGDUMP only sucks black dick now so stop trying to suck #donthecon dick. 🖕🖕🖕🖕💩💩,1,sexual_harassment,politician
149,@xJenniferWhitex @thecherryclub You are Beautiful charming Bitch Jennifer white Nobody's fuck like you Amazing sucking Cocks 💝💝💝👑👑👑👑👑👑,1,sexual_harassment,artist
154,@miakhalifa This bitch waaay to much shit to talk about athletes like your literally a professional slut stay in your lane,1,sexual_harassment,artist
171,@Herbwilson1967 Fuck that money whore @HillaryClinton Too stupid to know consensual touching or grabbing is not assault. Only @ChelseaClinton is dumber,1,discredit,politician
172,@BetteMidler Hateful bully bitch you are,1,discredit,artist
180,@thatonequeen You betta beat down each one of them with your cunt,1,discredit,artist
194,"@JuliaHB1 You work for the S*n, standard practice to be a lier and a complete cunt.",1,discredit,author
202,@BetsyDeVos You are Satan's whore. Hell will welcome you.,1,discredit,politician
207,@ImCardiB being a empowering woman type a bitch on IG,1,discredit,artist
211,"@JuliaHB1 It's alright Julia, we already know how vile you are, no need to ram the point home",1,discredit,author
221,"@HillaryClinton 'a cold, conniving bitch' and a lesbian... sorta explains why married women voted AGAINST YOU... SCHADENFREUDE reigns https://t.co/oJ5OCMtBuy",1,discredit,politician
226,"@AngelaRoss1 @WSJ No room for anyone illegal. Color or wealth is not the criteria, you stupid bitch.",1,discredit,author
237,@family__jules You're a vapid whore &; one day you'll be ugly and begging for dick scraps,1,discredit,author
242,"@JulieBorowski Oh, so we're talking about you. My dad would always say a bitch is a woman that won't sleep with you ... Classy guy huh?",1,discredit,politician
244,@CNN Stupid bitch. Only speaks up when it fits her narrative. Yet she supported Harvey and the serial rapist bill Clinton,1,discredit,politician
246,@KimKardashian in this full length fur coat calling this girl a whore 😂😂😂😂 bad bitch,1,discredit,artist
248,"@family__jules You're not a woman for posting that, you're just a big ole bitch",1,discredit,author
255,@HillaryClinton Wife mom CROOK THIEF. Murderer Woman abuser .Weinstein supporter.Cunt,1,discredit,politician
259,@HillaryClinton shut up bitch no one fucking likes you! Suck start a shotgun worthless cunt,1,dominance,politician
260,@CNN Hillary Clinton does give a shit about women that's why she lied again she is now keeping all the Harvey Weinstein money GREEDY BITCH,1,discredit,politician
265,RT @OklahomaHoney_: Everyone needs to follow @YesAllMenBitch because they're hilarious and feminists are gross 😂,1,discredit,politician
266,@OklahomaHoney_ feminists are many more things than just gross,1,discredit,politician
267,@SportsCenter The lack of women in these pictures >>>> just like it should be #YesAllMen,1,discredit,athlete
272,@BBCNewsnight How many woman do you think willingly sucked the cock of a Hollywood producer to further their career?,1,discredit,artist
277,@thistallawkgirl @anaislaffin You hysterical women caught up in more conspiracy theories again? 😂😂😂 liberals are to… https://t.co/VdYulaKbsm,1,stereotype,artist
278,@KatMari05015136 @TheDweck @anaislaffin So happy you hysterical women who believe in conspiracy theories lost 👌🏼👌🏼🇺🇸🇺🇸,1,stereotype,politician
288,@UPI @adamczyk_ed @JacindaArdernNZ much confirms that she is a hysterical Liberal wacko. Any woman who forces pothe… https://t.co/lDt3rToqlg,1,stereotype,politician
291,@RubinReport And some hysterical Dem woman actually tried to defend the ad on @TuckerCarlson. Dem desperation. Fac… https://t.co/NSjeQg230G,1,stereotype,politician
293,"@MsBlaireWhite Just watched the video, I thought Candace’s behaviour was shocking. The woman is hysterical, you did well Blaire.",1,stereotype,politician
295,@PhotoGear_News @danielpetersdop @Maria_Sergejeva @lokcheung Three I think. With that hysterical Girl aka Model. I… https://t.co/UzW6cliMGO,1,stereotype,athlete
307,"@devhowellll Taylor Swift is an untalented skank who can't sing, knows 3 guitar chords, and has an Adams apple #WomenSuck",1,discredit,artist
310,@femfreq Anita is equating gamergate to cosby and weinstein so she can equate herself to actual rape victims so she can keep playing the card,1,derailing,politician
319,@lindaws @PennyRed @headhntr The main reason that @pennyred doesn’t want to talk about her experiences with rape and sexual assault is that she is saving the stories for a more lucrative writing gig.,1,derailing,author
348,@LisaBloom It's women like Kathy Griffin that the word cunt is becoming just as popular here as it is in the United Kingdom and Australia.,1,discredit,artist
351,"@RepWilson <<<<< this stupid cunt, misspelled the name of the woman for whom she's so concerned.",1,discredit,politician
360,@FoxNews @JudgeJeanine This woman has moved right past the cunt stage straight in to twatdom.,1,discredit,politician
361,Fuck slut for @realDonaldTrump 'daddy' Laughs. Slut cunt https://t.co/QeUlrcCWJR,1,discredit,politician
363,@LizGillies what a fucking cunt this slut is also I don’t want this to endddd pleaseeeee when is Tuesday gonnaaaaa… https://t.co/cKcDRxCPKl,1,discredit,artist
366,@TrumpGuyTV That bitch is the Godmother of PERVERSION! Crooked Hillary is like the Ugly Old Slut of the wild west that opens the Whorehouse!,1,discredit,politician
371,@CIA To the whore who runs your shitshow. Go educate yourself as to why acting like a fucking political slut doesn'… https://t.co/e90AOWj3i5,1,dominance,politician
377,@President1Trump @POTUS OLD SICK DOG HILLARY IS A DISGUSTING BITCH . BUT EVEN A SKANK HAS A FRIEND . IM SURE GERMAN… https://t.co/8y4H5tOsTI,1,discredit,politician
380,@SymoneDSanders @RepWilson BS WILSON IS A SKANK WHORE AND A LIAR . DIDDN'T YOU KNOW ALL LIBERALS LIE,1,discredit,politician
382,MegynKelly is skank. Whore paid $$ for what? Only thing left to watch on .@nbc anymore is SNL. More truth to them t… https://t.co/Z6ZJWR2N0V,1,discredit,artist
383,@CassandraRules I get suspended at least every other day. But you still see that skank whore Chelsea Handler still tweeting away.,1,discredit,artist
384,@MSNBC U people @MSNBC r pos. liars. More fake news. U should offer 5 women to Obama. w that skank wife he has he would take the offer.,1,discredit,politician
386,. @BarbraStreisand @HillaryClinton Why any DECENT woman would think this skank should be 1st female potus is beyond me. She enabled her slimy husband to molest other women. https://t.co/BYZMc7tdiz,1,discredit,politician
388,@chelseahandler I like it! I'm 100% sure you are an irrelevant skank who's granddad was a #Nazi #Correct? Nope th… https://t.co/E0WWs6tEwo,1,discredit,artist
389,@LoveHipHopVH1 Musika you are a awful person. You or Skank want to be ugly ho I don't know what the fuck you're wearing #LHHHReunion,1,discredit,artist
390,@AnnieB117 @Alyssa_Milano Why would you call a “feminist” who does lesbian vampire porn a “skank”?🤷🏻‍♂️#MAGA🇺🇸… https://t.co/SFYJdoDxGW,1,discredit,artist
392,@KatrinaPierson You're a skank. You are more skilled at shoplifting than trying to be witty.,1,discredit,politician
395,"@AntiRecords @LidoPimienta @epitaphrecords @EpitaphEurope But you probably mind the white guys, you racist, anti -white skank!",1,discredit,artist
396,@MediaJuggernaut @deoppressolibe2 Omg! Megyn is a skank. You have that right.,1,discredit,artist
398,@AnnCoulter @trumps_feed Absolute skank you are,1,discredit,politician
402,"@IvankaTrump Go away skank. Go back to Pluto, or wherever in hell you came from. #AlertTheDayCareStaff #FlushTheToilet",1,dominance,politician
404,@HillaryClinton Why don’t you crawl back in your hole skank,1,dominance,politician
405,@lsarsour STFU YOU SKANK!! U want this to happen.,1,dominance,politician
407,@GingerResists @realDonaldTrump And you voted for Killary the Skank ?,1,discredit,politician
411,@ekhatami Die in a fire you fucking skank.,1,sexual_harassment,author
415,@Guinz Stupid Skank !,1,discredit,author
416,@chelseahandler He’s gonna win in 2020 too you stupid nasty skank !,1,discredit,artist
419,@thehill @HillaryClinton always trying to wear the pants in the family. #GetBackInTheKitchen,1,stereotype,politician
421,"@Monkfights @incredibleindia @PMOIndia @ttindia @ANI @CSIR_IND If you really believe that #FeminismIsCancer, maybe… https://t.co/oSeFm3NkKR",1,discredit,politician
422,@greengoddess892 could you try this on for me? #feminismiscancer https://t.co/5YdRTZE42h,1,discredit,politician
428,This ignorant cunt bitch @hazelebaby bout people hate her cus she’s lightskin...no. We hate you cus you are a man.,1,discredit,artist
437,@MissMelyssaFord YOU WHORE ! STANKING ASS WHORE ! Dick SUCKING ASS WHORE @Drakee_YMCMB WIT @Jumpman23 BITCH !,1,discredit,artist
441,@FoxNews Don’t trust this lying bitch let’s see if any of the other nude women in the lineup come forward she’ll do… https://t.co/KrpL0mPkSL,1,discredit,artist
446,@RepWilson i have diarrhea that smells better THAN u spook nigger coon cunt pig whore and fuck ur faggoty ass hat bitch dyke twat retard,1,discredit,politician
457,"@gulbukhari Since u r a pathetic self claimed pseudo analyst, don’t bark before you r a bit clear on the subject. Bitch cum whore.",1,discredit,author
459,@siggyflicker Your a crack whore look in the mirror complete trash you are you make women yourself and the great s… https://t.co/e0IKyMqKnt,1,discredit,artist
461,@GUESS @Camila_Cabello This is the reason women in Hollywood are treated like whores. If it looks like a whore and… https://t.co/JrQSL5kQe3,1,derailing,artist
464,@TODAYshow @benshapiro @megynkelly Many women aren’t innocent! Megyn is an attention whore who lies to keep herself relevant.,1,discredit,artist
470,@KellyannePolls @POTUS You lieing kunt!,1,discredit,politician
473,"@DaniellaMicaela CNN. U SHOULD B ASHAMED U ROTTEN DIRTY BITCH 4 MAKE FUN OF SOMEONES DISABILITY, U UGLY CUNT!I hope someone breaks ur legs!",1,sexual_harassment,politician
476,@AynRandPaulRyan Fucking bitch sarah fucking lying cunt,1,discredit,artist
481,@Stanwhu1 @Baz1980WHU @torrid_times She is a filthy whore cunt. Didnt change her own name when she got married but… https://t.co/Doxz0F77h7,1,discredit,artist
482,"Why is thos racist,homophobic whore @Camila_Cabello getting so much success all of the sudden ? Like go away ugly cunt.",1,discredit,artist
483,@JudgeJeanine YOU MEXI SHITMOUTH UGLY A** BI**H GO FUCK A DEAD DOG YOU TRANNY WHORE CUNT REDSKIN PEICE OF SHIT LEAVE AMER TO AMER WHORE,1,sexual_harassment,politician
487,@chelseahandler Another dried up liberal cunt willing to look the other way while hollywoods powerful abuse women .… https://t.co/GIq3rShuI6,1,discredit,artist
489,"@AlyssaMastro44 You sound hysterical and in need of some psychotropic medication. Calm down, it's not that serious.",1,stereotype,politician
490,"@ToxicMickey2000 @WAX171 @smh @clementine_ford You see a lot of hysterical feminists on social media, but this one takes the cake.",1,discredit,politician
491,@Elizabe19845961 @CNNPolitics You seem hysterical.,1,stereotype,politician
494,"@GuidoFawkes I'm sick of this bullshit. Fucking hysterical media, hysterical feminists, pussy fake conservatives. Come asteroids, come",1,discredit,politician
500,@CNBC Hillary Harvey Weinstein Clinton. One was raping vulnerable woman and the old bitch was planning to rape America.,1,discredit,politician
505,I am displeased w what this bitch said about what rape is. @Joy_Villa https://t.co/rQhvL3qZrL,1,discredit,artist
510,@France4Hillary I was going to 'like' this comment then saw your profile pic of a bitch who attacked rape victims o… https://t.co/1bTZrSbiCL,1,discredit,politician
518,@IKantEvenToday @OpinionatedTool Jennifer Lawrence perfect example of fake ass whore calling rape.,1,discredit,artist
524,@itsgabrielleu Women lie all the time about rape. It shocks me that when Hollywood women get old unwanted rape and… https://t.co/tMPuO3hKh1,1,dominance,artist
526,"@KeithOlbermann Hillary is stuck in her own anger for loosing she has always been evil, don't forget how she treated the women Bill rape",1,discredit,politician
531,@FoxNews @TomiLahren @nbc Her husband hardly raped a woman his affair was consensual not fucking rape you stupid stupid girl @TomiLahren,1,derailing,artist
536,"@DCClothesline And she blames Trump!! Jane, take a knee for Harvey, you helped him rape those girls by your silence. YOU DID, not Male Entitlement or Trump",1,derailing,artist
537,@JuliaHB1 Are you actually advocating making up claims of rape for personal gain??? That’s pretty vile (@lilyallen),1,derailing,author
547,We better not ever have a woman president @WomenSuckk,1,dominance,politician
567,@njokingumi You call it whatever you want -You praise hoes and and women in the wrong moral leaf and attack men in general.shame on you bitch,1,derailing,author
572,Hello cunt hole.. @nickiminaj Doh be on me saddis I’ll buss yuh face..,1,discredit,artist
573,@HillaryClinton HILLARY U BITCH SHUT YOUR HOLE RE: THE COMFORT AS U R A CAREER CRIMINAL MY DEAR. HOW ABOUT THE MILL… https://t.co/l2K8NgmC4e,1,dominance,politician
574,@NIVIsa4031 @FoxNews @CNN THAT BITCH MUST HAVE A STRONG BACK. SHE CANT STOP DIGGING THE HOLE SHES IN. JESUS HILLA M… https://t.co/K3b90Tqais,1,discredit,politician
578,@chelseahandler @realDonaldTrump BITCH U NEED TO SHUT UR FUCKIN HOLE.. ENOUGH IS ENOUGH. #persist,1,discredit,artist
584,@RepWilson How does a wretched ugly BITCH show joy at being a wretched bitch. Wilson crawl into ur hole & disappear,1,discredit,politician
587,@pleasemybody they deadass digging a hole for themselves @AtlanticRecords fat bitch loose weight,1,stereotype,artist
591,"@JudgeJeanine Crawl back in your hole, you're nothing but a fame whore tv judge",1,discredit,politician
596,@rendale @CNNTonight @donlemon the stupidity of liberal women is relentless! Please stay in your perverted hole LA,1,discredit,politician
1,@TomiLahren You're a fucking skank!,1,discredit,author
4,"Liberals are self-identifying as spectacularly stupid, egocentric liars who will say & do anything in pursuit of their self-elevating agendaWant proof?Just watch @CoryBooker & @SenKamalaHarris compete for Most Hysterical Woman at the Kavanaugh hearings#WalkAwayFromDemocrats",1,stereotype,politician
7,"@AnnCoulter are you scared theyll take the crown from you? Your reign as Most Hysterical Woman has been long and most likely, safe. @StephMillerShow @Rosie @VABVOX @RVAwonk",1,stereotype,author
12,@AnnCoulter @DonaldJTrumpJr You need to crawl back under your are the hysterical woman.,1,stereotype,author
13,So @CoryBooker is a faker and a tool. And he's competing with @SenKamalaHarris to see who can be the most hysterical woman in the Senate. What a surprise.#Kavanaugh #Trump2020,1,stereotype,politician
15,@AnnCoulter Says a hysterical woman/hustler/con artist/grifter,1,stereotype,author
20,@DonaldJTrumpJr That skank looks good on your arm. You been dating your mom long? She needs to start thinking about some Botox or maybe a full facelift. Lying does that to you!,1,discredit,politician
21,@Lauren_Southern You're just a skank and everyone knows it otherwise you wouldn't be making excuses for not settling down whilst hanging out with multiple different guys.,1,discredit,politician
22,I will always love you & Ken though @LisaVanderpump I really admire you & feel like a mother tiger with you! I could of jumped through the TV when that skank slapped your face! That upset me! A lot!!!,1,discredit,artist
23,Its really hard to tell who the most hysterical woman is at these Senate hearing this week - @CoryBooker or @SenKamalaHarris ?,1,stereotype,politician
25,"@KatiePrice How are they trying to destroy you? You missed your 4 kids first day at school to skank about topless with yet another man. Disgraceful. The kids are better off with their dads where theyre happy, safe & have a stable, loving home...",1,stereotype,artist
27,"@laurenarankin Ben Sasse is 100% correct. Since 1973, all Ive EVER heard every two years for elections are hysterical women (all a Leftist act) about Back-Alley abortions. This shit is getting old! I didnt hear one other protest issue being yelled about i",1,stereotype,politician
28,"Hey @AnnCoulter you fucking cunt ass bitch. Do the world a favor and fucking kill yourself, at least you'll be great to something and not fuck that up.....at least we hope you won't.",1,sexual_harassment,author
29,"Left the WH dead broke, but were able to buy 2 million dollar homes and buy their Skank daughter a $10 million dollar apartment. Boy, would I love to see those loan applications and bank statements. Can you smell bank fraud and tax shenanigans? #tcot #maga",1,discredit,politician
